293.15
8383
284.15
307.15
50000
90000
1
3.3079
0.3985
6.5
0.8
0.1
0.12926
0.60317
0.95
38.281
0
0.0021118
5145.4
11.704
7091.7
1.6683e-08
0.0001
35.178
0.15064
3.3079
